"Cycle"  "Average State"  "Average Threshold"  "Clusters"
   815   -0.0824   -0.1323      6975
   816   -0.0553   -0.1427      6510
   817   -0.0281   -0.1461      6117
   818   -0.0028   -0.1434      6083
   819    0.0221   -0.1347      5892
   820    0.0461   -0.1200      5562
   821    0.0676   -0.1006      5124
   822    0.0845   -0.0772      5046
   823    0.0979   -0.0511      5143
   824    0.1086   -0.0225      5461
   825    0.1183    0.0084      5683
   826    0.1265    0.0413      5684
   827    0.1287    0.0735      5250
   828    0.1198    0.1028      5413
   829    0.0976    0.1246      6788
   830    0.0679    0.1380      7693
   831    0.0380    0.1439      7211
   832    0.0104    0.1432      6603
   833   -0.0141    0.1366      6219
   834   -0.0379    0.1239      6002
   835   -0.0609    0.1056      5980
   836   -0.0801    0.0826      5824
   837   -0.0942    0.0573      5618
   838   -0.1049    0.0293      5571
   839   -0.1115    0.0002      5151
   840   -0.1142   -0.0285      5145
   841   -0.1158   -0.0575      5658
   842   -0.1144   -0.0857      6915
   843   -0.1026   -0.1098      7914
   844   -0.0791   -0.1269      7556
   845   -0.0504   -0.1359      6505
   846   -0.0212   -0.1376      6474
   847    0.0049   -0.1331      6569
   848    0.0292   -0.1227      6478
   849    0.0510   -0.1075      6255
   850    0.0707   -0.0872      5598
   851    0.0851   -0.0641      5026
   852    0.0934   -0.0393      4959
   853    0.0967   -0.0152      5059
   854    0.0967    0.0090      5314
   855    0.0975    0.0332      5557
   856    0.0983    0.0580      5714
   857    0.0962    0.0820      5401
   858    0.0844    0.1027      5449
   859    0.0627    0.1154      6488
   860    0.0318    0.1193      7925
   861    0.0046    0.1172      7890
   862   -0.0169    0.1100      7011
   863   -0.0338    0.0997      6486
   864   -0.0476    0.0861      5948
   865   -0.0597    0.0694      6034
   866   -0.0688    0.0505      5863
   867   -0.0740    0.0317      5526
   868   -0.0756    0.0127      5288
   869   -0.0747   -0.0055      5038
   870   -0.0736   -0.0235      5165
   871   -0.0717   -0.0414      5656
   872   -0.0703   -0.0584      6264
   873   -0.0637   -0.0739      7277
   874   -0.0514   -0.0850      7490
   875   -0.0318   -0.0904      6781
   876   -0.0110   -0.0904      6449
   877    0.0037   -0.0874      6508
   878    0.0156   -0.0817      6534
   879    0.0263   -0.0741      6165
   880    0.0370   -0.0636      5711
   881    0.0462   -0.0508      5646
   882    0.0516   -0.0375      5304
   883    0.0544   -0.0231      5255
   884    0.0551   -0.0093      5471
   885    0.0576    0.0053      5823
   886    0.0625    0.0218      5584
   887    0.0697    0.0399      5070
   888    0.0708    0.0581      5311
   889    0.0631    0.0733      6045
   890    0.0453    0.0825      7551
   891    0.0263    0.0868      7851
   892    0.0120    0.0880      6986
   893    0.0010    0.0866      6516
   894   -0.0077    0.0836      6132
   895   -0.0172    0.0775      5848
   896   -0.0262    0.0694      5992
   897   -0.0365    0.0590      5835
   898   -0.0463    0.0463      5279
   899   -0.0554    0.0313      4641
   900   -0.0653    0.0139      4783
   901   -0.0765   -0.0071      5430
   902   -0.0854   -0.0293      6226
   903   -0.0888   -0.0520      7193
   904   -0.0829   -0.0727      8006
   905   -0.0653   -0.0869      7618
   906   -0.0451   -0.0957      6345
   907   -0.0293   -0.1009      6334
   908   -0.0162   -0.1036      6506
   909   -0.0044   -0.1032      6381
   910    0.0096   -0.0990      6215
   911    0.0254   -0.0907      5714
   912    0.0430   -0.0780      5426
   913    0.0579   -0.0615      4977
   914    0.0706   -0.0421      4994
   915    0.0820   -0.0197      5263
   916    0.0933    0.0050      5497
   917    0.1024    0.0322      5469
   918    0.1066    0.0598      5434
   919    0.1015    0.0850      5543
   920    0.0850    0.1045      7237
   921    0.0605    0.1167      7987
   922    0.0381    0.1230      7028
   923    0.0170    0.1248      6316
   924   -0.0037    0.1218      6047
   925   -0.0226    0.1136      5826
   926   -0.0413    0.1008      5768
   927   -0.0598    0.0836      6008
   928   -0.0761    0.0621      5787
   929   -0.0883    0.0383      5394
   930   -0.0986    0.0129      5191
   931   -0.1083   -0.0151      5547
   932   -0.1182   -0.0458      6090
   933   -0.1226   -0.0772      7248
   934   -0.1168   -0.1059      7964
   935   -0.0969   -0.1279      7789
   936   -0.0664   -0.1407      6413
   937   -0.0338   -0.1448      5956
   938   -0.0072   -0.1430      5992
   939    0.0158   -0.1362      5958
   940    0.0355   -0.1250      6025
   941    0.0553   -0.1087      6168
   942    0.0738   -0.0877      5686
   943    0.0894   -0.0636      5480
   944    0.1033   -0.0359      5363
   945    0.1157   -0.0057      5291
   946    0.1257    0.0267      5418
   947    0.1324    0.0606      5173
   948    0.1326    0.0937      5049
   949    0.1200    0.1229      5151
   950    0.0934    0.1433      6252
   951    0.0580    0.1534      7620
   952    0.0216    0.1538      7364
   953   -0.0083    0.1477      6774
   954   -0.0325    0.1363      6494
   955   -0.0517    0.1210      6274
   956   -0.0708    0.1013      5958
   957   -0.0883    0.0771      6244
   958   -0.1048    0.0495      6087
   959   -0.1161    0.0192      5487
   960   -0.1243   -0.0129      5253
   961   -0.1282   -0.0448      5101
   962   -0.1279   -0.0767      5506
   963   -0.1227   -0.1069      6330
   964   -0.1096   -0.1332      7197
   965   -0.0840   -0.1509      7968
   966   -0.0466   -0.1581      7273
   967   -0.0086   -0.1557      6474
   968    0.0244   -0.1453      6153
   969    0.0518   -0.1291      5970
   970    0.0737   -0.1083      6370
   971    0.0902   -0.0831      6639
   972    0.1052   -0.0546      5824
   973    0.1152   -0.0242      5133
   974    0.1188    0.0062      5062
   975    0.1183    0.0357      4997
   976    0.1165    0.0648      5282
   977    0.1128    0.0926      5317
   978    0.1062    0.1186      5071
   979    0.0917    0.1401      5318
   980    0.0664    0.1545      6025
   981    0.0328    0.1580      7306
   982   -0.0061    0.1520      7352
   983   -0.0398    0.1376      7247
   984   -0.0677    0.1173      7454
   985   -0.0872    0.0933      7019
   986   -0.0998    0.0667      6110
   987   -0.1074    0.0389      6165
   988   -0.1106    0.0111      5660
   989   -0.1086   -0.0156      5147
   990   -0.1036   -0.0413      4856
   991   -0.0982   -0.0659      5080
   992   -0.0947   -0.0892      5751
   993   -0.0876   -0.1102      6443
   994   -0.0735   -0.1271      6919
   995   -0.0517   -0.1375      7800
   996   -0.0204   -0.1388      7643
   997    0.0148   -0.1304      6731
   998    0.0462   -0.1151      6157
   999    0.0688   -0.0947      5536
  1000    0.0823   -0.0721      5904
  1001    0.0883   -0.0493      6378
  1002    0.0914   -0.0259      5992
  1003    0.0927   -0.0027      5497
  1004    0.0896    0.0199      5263
  1005    0.0849    0.0412      5088
  1006    0.0802    0.0607      5494
  1007    0.0750    0.0785      5728
  1008    0.0692    0.0949      5590
  1009    0.0582    0.1085      5830
  1010    0.0413    0.1171      6091
  1011    0.0162    0.1183      6895
  1012   -0.0121    0.1120      7211
  1013   -0.0375    0.0992      7093
  1014   -0.0563    0.0816      6955
  1015   -0.0673    0.0627      6602
  1016   -0.0727    0.0440      6068
  1017   -0.0756    0.0243      5982
  1018   -0.0761    0.0053      5873
  1019   -0.0745   -0.0132      5488
  1020   -0.0701   -0.0299      5314
  1021   -0.0649   -0.0455      5256
  1022   -0.0592   -0.0598      5743
  1023   -0.0548   -0.0734      6127
  1024   -0.0492   -0.0847      6129
  1025   -0.0397   -0.0936      7053
  1026   -0.0260   -0.0985      7739
  1027   -0.0055   -0.0973      6974
  1028    0.0190   -0.0895      6247
  1029    0.0400   -0.0766      5641
  1030    0.0540   -0.0616      5976
  1031    0.0608   -0.0456      6418
  1032    0.0628   -0.0297      6183
  1033    0.0637   -0.0135      5660
  1034    0.0623    0.0015      5212
  1035    0.0573    0.0155      5339
  1036    0.0505    0.0273      5939
  1037    0.0472    0.0386      6342
  1038    0.0490    0.0508      5951
  1039    0.0520    0.0641      5530
  1040    0.0542    0.0782      4939
  1041    0.0469    0.0892      5278
  1042    0.0261    0.0938      6693
  1043   -0.0001    0.0906      7488
  1044   -0.0240    0.0815      7344
  1045   -0.0382    0.0697      6888
  1046   -0.0454    0.0573      6565
  1047   -0.0492    0.0443      6279
  1048   -0.0497    0.0325      6052
  1049   -0.0496    0.0195      5646
  1050   -0.0474    0.0073      5247
  1051   -0.0475   -0.0047      5020
  1052   -0.0506   -0.0171      5188
  1053   -0.0565   -0.0318      5513
  1054   -0.0631   -0.0487      5805
  1055   -0.0690   -0.0667      6985
  1056   -0.0646   -0.0822      8050
  1057   -0.0482   -0.0930      7717
  1058   -0.0210   -0.0956      6856
  1059    0.0048   -0.0913      6078
  1060    0.0236   -0.0830      5817
  1061    0.0336   -0.0736      6352
  1062    0.0396   -0.0621      6707
  1063    0.0442   -0.0505      6183
  1064    0.0516   -0.0371      4923
  1065    0.0572   -0.0217      4791
  1066    0.0602   -0.0059      5457
  1067    0.0643    0.0100      6074
  1068    0.0708    0.0283      5966
  1069    0.0790    0.0490      5844
  1070    0.0861    0.0716      5288
  1071    0.0836    0.0922      5121
  1072    0.0672    0.1074      6325
  1073    0.0401    0.1143      7388
  1074    0.0124    0.1137      7623
  1075   -0.0114    0.1075      7274
  1076   -0.0272    0.0988      6219
  1077   -0.0384    0.0876      5429
  1078   -0.0505    0.0737      5462
  1079   -0.0639    0.0561      5731
  1080   -0.0733    0.0366      5556
  1081   -0.0783    0.0161      5438
  1082   -0.0822   -0.0050      5374
  1083   -0.0868   -0.0268      5358
  1084   -0.0944   -0.0515      5813
  1085   -0.1034   -0.0787      6872
  1086   -0.1040   -0.1051      8042
  1087   -0.0894   -0.1259      8472
  1088   -0.0619   -0.1381      7483
  1089   -0.0292   -0.1416      6559
  1090    0.0001   -0.1377      6067
  1091    0.0228   -0.1285      6090
  1092    0.0428   -0.1152      5559
  1093    0.0613   -0.0972      5089
  1094    0.0788   -0.0746      4798
  1095    0.0895   -0.0509      4683
  1096    0.0955   -0.0259      5078
  1097    0.0988   -0.0008      5821
  1098    0.1024    0.0251      6435
  1099    0.1086    0.0530      6377
  1100    0.1182    0.0838      5617
  1101    0.1202    0.1143      5258
  1102    0.1078    0.1403      6104
  1103    0.0798    0.1572      7486
  1104    0.0455    0.1644      7517
  1105    0.0087    0.1621      6904
  1106   -0.0233    0.1518      5958
  1107   -0.0486    0.1362      5378
  1108   -0.0711    0.1154      5358
  1109   -0.0904    0.0902      5510
  1110   -0.1049    0.0623      5967
  1111   -0.1135    0.0325      5860
  1112   -0.1167    0.0026      5718
  1113   -0.1190   -0.0277      5534
  1114   -0.1246   -0.0594      5628
  1115   -0.1324   -0.0935      6692
  1116   -0.1354   -0.1276      8166
  1117   -0.1242   -0.1574      8828
  1118   -0.0931   -0.1776      8108
  1119   -0.0506   -0.1852      6745
  1120   -0.0078   -0.1818      5631
  1121    0.0278   -0.1695      5369
  1122    0.0572   -0.1519      5286
  1123    0.0837   -0.1280      5308
  1124    0.1047   -0.0988      5191
  1125    0.1208   -0.0665      4949
  1126    0.1316   -0.0323      4996
  1127    0.1361    0.0021      5693
  1128    0.1376    0.0370      6633
  1129    0.1403    0.0727      6416
  1130    0.1443    0.1094      5812
  1131    0.1409    0.1445      5228
  1132    0.1245    0.1739      5311
  1133    0.0900    0.1922      6742
  1134    0.0439    0.1979      7587
  1135   -0.0021    0.1919      7500
  1136   -0.0402    0.1769      6300
  1137   -0.0693    0.1555      5301
  1138   -0.0952    0.1281      5387
  1139   -0.1178    0.0954      5831
  1140   -0.1349    0.0596      6151
  1141   -0.1445    0.0225      6228
  1142   -0.1478   -0.0148      6029
  1143   -0.1464   -0.0515      5783
  1144   -0.1452   -0.0879      5780
  1145   -0.1424   -0.1226      6319
  1146   -0.1349   -0.1551      7332
  1147   -0.1156   -0.1816      8742
  1148   -0.0813   -0.1984      8341
  1149   -0.0357   -0.2014      6888
  1150    0.0107   -0.1930      5616
  1151    0.0485   -0.1759      5417
  1152    0.0785   -0.1527      5429
  1153    0.1050   -0.1230      5394
  1154    0.1286   -0.0880      5457
  1155    0.1459   -0.0489      5156
  1156    0.1565   -0.0080      5200
  1157    0.1597    0.0326      5634
  1158    0.1574    0.0717      5823
  1159    0.1509    0.1085      5681
  1160    0.1424    0.1432      5670
  1161    0.1270    0.1733      5438
  1162    0.1031    0.1966      5749
  1163    0.0670    0.2092      6941
  1164    0.0237    0.2093      8321
  1165   -0.0229    0.1975      7879
  1166   -0.0614    0.1775      6390
  1167   -0.0906    0.1511      5540
  1168   -0.1167    0.1187      5131
  1169   -0.1392    0.0810      5510
  1170   -0.1577    0.0391      6189
  1171   -0.1705   -0.0052      6642
  1172   -0.1731   -0.0487      6452
  1173   -0.1649   -0.0889      5944
  1174   -0.1495   -0.1249      5334
  1175   -0.1344   -0.1565      5418
  1176   -0.1172   -0.1836      6502
  1177   -0.0926   -0.2036      8526
  1178   -0.0565   -0.2134      9101
  1179   -0.0104   -0.2102      7224
  1180    0.0357   -0.1952      6069
  1181    0.0734   -0.1720      5818
  1182    0.1034   -0.1423      5649
  1183    0.1285   -0.1073      5527
  1184    0.1509   -0.0668      5291
  1185    0.1653   -0.0234      4912
  1186    0.1712    0.0204      4958
  1187    0.1663    0.0614      5215
  1188    0.1533    0.0982      5597
  1189    0.1379    0.1308      5727
  1190    0.1224    0.1594      5627
  1191    0.1054    0.1834      5753
  1192    0.0819    0.2014      5908
  1193    0.0492    0.2098      6584
  1194    0.0036    0.2048      8720
  1195   -0.0448    0.1878      8750
  1196   -0.0837    0.1617      6889
  1197   -0.1101    0.1311      5711
  1198   -0.1294    0.0959      4948
  1199   -0.1426    0.0582      5047
  1200   -0.1536    0.0180      5845
  1201   -0.1588   -0.0226      6422
  1202   -0.1524   -0.0604      6267
  1203   -0.1404   -0.0941      5753
  1204   -0.1248   -0.1231      5472
  1205   -0.1090   -0.1484      5624
  1206   -0.0908   -0.1689      6390
  1207   -0.0690   -0.1839      7969
  1208   -0.0385   -0.1899      9287
  1209    0.0016   -0.1846      8224
  1210    0.0437   -0.1686      6231
  1211    0.0753   -0.1458      5688
  1212    0.0979   -0.1185      5244
  1213    0.1136   -0.0881      5024
  1214    0.1249   -0.0552      5346
